-11.5428, -126.717
-11.8912, -126.8
-12.2396, -126.884
-12.588, -126.968
-12.9364, -127.052
-13.2848, -127.136
-13.6332, -127.22
-13.9815, -127.304
-14.3299, -127.389
-14.6782, -127.474
-15.0265, -127.559
-15.3748, -127.644
-15.7231, -127.729
-16.0714, -127.815
-16.4196, -127.901
-16.7678, -127.987
-17.1161, -128.073
-17.4643, -128.159
-17.8124, -128.246
-18.1606, -128.333
-18.5087, -128.42
-18.8568, -128.508
-19.2049, -128.595
-19.553, -128.683
-19.901, -128.771
-20.2491, -128.86
-20.5971, -128.949
-20.9451, -129.038
-21.293, -129.127
-21.6409, -129.217
-21.9888, -129.307
-22.3367, -129.397
-22.6846, -129.488
-23.0324, -129.579
-23.3802, -129.67
-23.728, -129.762
-24.0757, -129.854
-24.4234, -129.946
-24.7711, -130.039
-25.1188, -130.132
-25.4664, -130.226
-25.814, -130.32
-26.1615, -130.414
-26.5091, -130.509
-26.8566, -130.604
-27.204, -130.7
-27.5514, -130.796
-27.8988, -130.892
-28.2462, -130.989
-28.5935, -131.087
-28.9407, -131.184
-29.288, -131.283
-29.6352, -131.382
-29.9823, -131.481
-30.3294, -131.581
-30.6765, -131.682
-31.0235, -131.783
-31.3705, -131.884
-31.7174, -131.986
-32.0643, -132.089
-32.4111, -132.192
-32.7579, -132.296
-33.1046, -132.401
-33.4513, -132.506
-33.7979, -132.612
-34.1445, -132.718
-34.491, -132.825
-34.8375, -132.933
-35.1839, -133.042
-35.5303, -133.151
-35.8766, -133.261
-36.2228, -133.372
-36.569, -133.483
-36.9151, -133.595
-37.2611, -133.708
-37.6071, -133.822
-37.953, -133.937
-38.2988, -134.052
-38.6446, -134.169
-38.9903, -134.286
-39.3359, -134.404
-39.6815, -134.523
-40.027, -134.643
-40.3724, -134.764
-40.7177, -134.886
-41.0629, -135.01
-41.4081, -135.134
-41.7531, -135.259
-42.0981, -135.385
-42.443, -135.512
-42.7878, -135.641
-43.1325, -135.77
-43.4771, -135.901
-43.8216, -136.033
-44.166, -136.166
-44.5103, -136.301
-44.8545, -136.437
-45.1986, -136.574
-45.5426, -136.712
-45.8864, -136.852
-46.2302, -136.993
-46.5738, -137.136
-46.9173, -137.281
-47.2607, -137.426
-47.6039, -137.574
-47.947, -137.723
-48.29, -137.873
-48.6329, -138.026
-48.9756, -138.18
-49.3181, -138.336
-49.6605, -138.494
-50.0028, -138.653
-50.3448, -138.815
-50.6868, -138.978
-51.0285, -139.144
-51.3701, -139.312
-51.7115, -139.481
-52.0528, -139.653
-52.3938, -139.828
-52.7347, -140.004
-53.0753, -140.183
-53.4158, -140.364
-53.7561, -140.548
-54.0961, -140.735
-54.4359, -140.924
-54.7755, -141.116
-55.1149, -141.311
-55.454, -141.508
-55.7928, -141.709
