3.3031, 11.0478
3.31005, 11.5433
3.31724, 12.048
3.32467, 12.5622
3.33235, 13.0862
3.3403, 13.6203
3.34854, 14.1648
3.35708, 14.7202
3.36593, 15.2867
3.37511, 15.8648
3.38465, 16.4548
3.39457, 17.0571
3.40488, 17.672
3.4156, 18.2999
3.42678, 18.9411
3.43842, 19.596
3.45057, 20.2648
3.46324, 20.9479
3.47648, 21.6455
3.49032, 22.3578
3.50481, 23.0849
3.51997, 23.827
3.53586, 24.5839
3.55252, 25.3557
3.57001, 26.1421
3.58837, 26.9427
3.60767, 27.757
3.62797, 28.5844
3.64933, 29.4238
3.67182, 30.2742
3.69552, 31.134
3.72049, 32.0014
3.74682, 32.8744
3.77458, 33.7503
3.80386, 34.6261
3.83473, 35.4985
3.86726, 36.3633
3.90154, 37.2161
3.93761, 38.0518
3.97554, 38.8649
4.01535, 39.6492
4.05707, 40.3983
4.10068, 41.1052
4.14616, 41.7627
4.19342, 42.3637
4.24238, 42.9009
4.29287, 43.3675
4.34472, 43.7571
4.3977, 44.0642
4.45155, 44.2842
4.506, 44.4136
4.56072, 44.4506
4.61542, 44.3944
4.66976, 44.246
4.72186, 44.0077
4.77462, 43.6832
4.8262, 43.2773
4.87638, 42.7958
4.92499, 42.2452
4.97189, 41.6323
5.01698, 40.9644
5.06021, 40.2488
5.10153, 39.4925
5.14095, 38.7024
5.1785, 37.885
5.2142, 37.0461
5.24812, 36.1913
5.28031, 35.3255
5.31086, 34.4532
5.33984, 33.578
5.36732, 32.7035
5.39338, 31.8326
5.41811, 30.9676
5.44158, 30.1107
5.46387, 29.2635
5.48504, 28.4276
5.50516, 27.6039
5.52431, 26.7934
5.54253, 25.9967
5.55988, 25.2144
5.57643, 24.4467
5.59222, 23.6939
5.60729, 22.9559
5.62169, 22.2329
5.63546, 21.5247
5.64865, 20.8311
5.66127, 20.152
5.67338, 19.487
5.68499, 18.8359
5.69614, 18.1984
5.70685, 17.5742
5.71715, 16.9629
5.72706, 16.3641
5.73661, 15.7775
5.74581, 15.2027
5.75468, 14.6394
5.76324, 14.0872
5.7715, 13.5457
5.77949, 13.0147
5.78721, 12.4937
5.79469, 11.9824
5.80192, 11.4805
5.80893, 10.9876
5.81572, 10.5035
0.487192, 11.2108
0.494746, 11.7025
0.502544, 12.2031
0.5106, 12.7128
0.518926, 13.2319
0.527536, 13.7607
0.536447, 14.2996
0.545673, 14.8487
0.555233, 15.4085
0.565146, 15.9792
0.57543, 16.5611
0.586106, 17.1546
0.597199, 17.7598
0.60873, 18.3771
0.620727, 19.0068
0.633217, 19.649
0.646229, 20.3039
0.659795, 20.9718
0.673948, 21.6527
0.688724, 22.3466
0.704161, 23.0537
0.7203, 23.7737
0.737184, 24.5065
0.75486, 25.2518
0.773376, 26.0091
0.792783, 26.778
0.813136, 27.5575
0.834493, 28.3469
0.856911, 29.1448
0.880454, 29.9499
0.905184, 30.7604
0.931166, 31.5744
0.958465, 32.3894
0.987146, 33.2027
1.01727, 34.0111
1.0489, 34.8111
1.08209, 35.5987
1.11688, 36.3694
1.15331, 37.1184
1.1914, 37.8404
1.23115, 38.5299
1.27257, 39.1809
1.31559, 39.7875
1.36017, 40.3435
1.40622, 40.8428
1.4536, 41.2798
1.50217, 41.649
1.55174, 41.9456
1.60051, 42.1657
1.65144, 42.3062
1.70268, 42.3652
1.75398, 42.3417
1.80508, 42.2361
1.85572, 42.0499
1.90566, 41.7857
1.95469, 41.4471
2.00261, 41.0385
2.04925, 40.5651
2.09448, 40.0324
2.13819, 39.4464
2.1803, 38.8133
2.22078, 38.139
2.25959, 37.4296
2.29673, 36.6908
2.33221, 35.928
2.36608, 35.1463
2.39836, 34.3502
2.42911, 33.544
2.45839, 32.7314
2.48626, 31.9158
2.51278, 31.1
2.53802, 30.2867
2.56204, 29.4779
2.5849, 28.6756
2.60667, 27.8813
2.62742, 27.0964
2.64719, 26.3217
2.66604, 25.5582
2.68403, 24.8066
2.7012, 24.0673
2.7176, 23.3407
2.73329, 22.627
2.74829, 21.9264
2.76265, 21.2388
2.7764, 20.5643
2.78959, 19.9028
2.80223, 19.2541
2.81437, 18.6181
2.82603, 17.9945
2.83724, 17.3831
2.84802, 16.7837
2.85839, 16.1958
2.86838, 15.6194
2.87801, 15.054
2.8873, 14.4993
2.89625, 13.9552
2.9049, 13.4211
2.91326, 12.8969
2.92134, 12.3823
2.92915, 11.8768
2.93671, 11.3804
2.94403, 10.8926
2.95113, 10.4132
0.154601, 10.9187
0.148424, 11.4185
0.142015, 11.9276
0.135364, 12.4465
0.128456, 12.9753
0.121278, 13.5146
0.113815, 14.0645
0.106052, 14.6257
0.0979704, 15.1983
0.089553, 15.7828
0.0807801, 16.3795
0.0716308, 16.989
0.0620826, 17.6115
0.0521113, 18.2474
0.0416911, 18.8971
0.0307942, 19.561
0.0193904, 20.2394
0.00744768, 20.9327
6.27493, 21.641
6.2618, 22.3647
6.24803, 23.1039
6.23355, 23.8588
6.21834, 24.6293
6.20234, 25.4154
6.18549, 26.217
6.16775, 27.0336
6.14904, 27.8648
6.1293, 28.7098
6.10848, 29.5678
6.08648, 30.4375
6.06324, 31.3174
6.03867, 32.2057
6.0127, 33.1002
5.98524, 33.998
5.9562, 34.8962
5.9255, 35.791
5.89306, 36.6782
5.85879, 37.5529
5.82264, 38.4099
5.78454, 39.2431
5.74446, 40.046
5.70238, 40.8117
5.65831, 41.5325
5.61229, 42.201
5.56439, 42.8093
5.51473, 43.3497
5.46349, 43.8151
5.41085, 44.1986
5.35707, 44.4946
5.30244, 44.6982
5.24727, 44.8064
5.19188, 44.8172
5.13663, 44.7305
5.08185, 44.5477
5.02785, 44.2718
4.97493, 43.9072
4.92335, 43.4595
4.87332, 42.9351
4.82501, 42.3412
4.77855, 41.6854
